,Country,Name,URL
8435,US,Rose-Hulman Institute of Technology,http://www.rose-hulman.edu/
8436,US,Rosemont College,http://www.rosemont.edu/
8438,US,Rowan University,http://www.rowan.edu/
8439,US,Rush University,http://www.rushu.rush.edu/
8441,US,Rust College,http://www.rustcollege.edu/
8442,US,"Rutgers, The State University of New Jersey",http://www.rutgers.edu/
8445,US,Sacred Heart University,http://www.sacredheart.edu/
8447,US,Saginaw Valley State University,http://www.svsu.edu/
8448,US,Salem College,http://www.salem.edu/
8452,US,Salisbury State University,http://www.ssu.edu/
8453,US,Salve Regina University,http://www.salve.edu/
8454,US,Samford University,http://www.samford.edu/
8455,US,Sam Houston State University,http://www.shsu.edu/
8457,US,San Diego State University,http://www.sdsu.edu/
8458,US,San Diego University for Integrative Studies,http://www.sduis.edu/
8461,US,San Francisco Conservatory of Music,http://www.sfcm.edu/
